,funded_amnt,addr_state,annual_inc,application_type,dti,earliest_cr_line,emp_length,emp_title,fico_range_high,fico_range_low,grade,home_ownership,id,initial_list_status,installment,int_rate,loan_amnt,mort_acc,open_acc,pub_rec,pub_rec_bankruptcies,purpose,revol_bal,revol_util,sub_grade,term,title,total_acc,verification_status,zip_code,last_pymnt_amnt,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths
7942,35000.0,CA,100000.0,Individual,33.9,Jul-2001,2 years,Manager,694.0,690.0,C,RENT,67849645,f,1204.4,14.48,35000.0,1.0,15.0,1.0,1.0,credit_card,7449.0,35.0,C5, 36 months,Credit card refinancing,27.0,Verified,920xx,3589.01,7.0,3.0,62.0,27.6,12083.0,5606.0,9.0
5665,20700.0,MD,75000.0,Individual,4.83,Sep-2009,2 years,database,684.0,680.0,B,RENT,68102357,w,675.54,10.78,20700.0,0.0,12.0,0.0,0.0,home_improvement,10537.0,26.5,B4, 36 months,Debt consolidation,16.0,Source Verified,207xx,675.41,6.0,11.0,75.0,28.6,26363.0,958.0,4.0
4624,6000.0,TX,20000.0,Individual,30.19,Aug-2011,< 1 year,Patient care associate,689.0,685.0,B,RENT,68222480,w,195.81,10.78,6000.0,0.0,7.0,0.0,0.0,debt_consolidation,8554.0,68.4,B4, 36 months,Debt consolidation,10.0,Source Verified,782xx,2071.62,4.0,1.0,40.0,70.4,2431.0,4962.0,4.0
1959,16000.0,CA,100000.0,Individual,6.05,Dec-1992,7 years,Consultant,774.0,770.0,A,MORTGAGE,68355352,w,481.84,5.32,16000.0,5.0,12.0,0.0,0.0,home_improvement,10790.0,12.1,A1, 36 months,Home improvement,26.0,Source Verified,922xx,481.7,5.0,2.0,214.0,11.0,74199.0,35411.0,6.0
9247,4500.0,NY,29000.0,Individual,14.98,Jun-2006,3 years,Personal assistant ,719.0,715.0,B,RENT,67909033,f,147.8,11.22,4500.0,0.0,10.0,1.0,0.0,credit_card,4543.0,14.7,B5, 36 months,Credit card refinancing,21.0,Not Verified,104xx,1560.62,4.0,3.0,114.0,13.1,13037.0,906.0,7.0
8340,33000.0,VA,102932.0,Individual,18.36,Aug-2003,6 years,IT Specialist,704.0,700.0,C,RENT,67427199,w,762.22,13.67,33000.0,5.0,6.0,0.0,0.0,major_purchase,31588.0,86.5,C4, 60 months,Major purchase,32.0,Source Verified,221xx,834.73,3.0,25.0,148.0,1.3,2468.0,16018.0,6.0
9471,9000.0,MS,40000.0,Individual,17.55,Apr-2004,3 years,Corporate Housing Consultant,764.0,760.0,A,MORTGAGE,67878982,w,278.97,7.26,9000.0,7.0,12.0,0.0,0.0,debt_consolidation,10559.0,20.7,A4, 36 months,Debt consolidation,40.0,Source Verified,390xx,7464.54,6.0,7.0,128.0,18.7,24806.0,12885.0,4.0
5717,12000.0,CA,33500.0,Individual,6.06,Nov-2000,10+ years,foreman gelper,679.0,675.0,D,RENT,68102874,w,290.36,15.77,12000.0,0.0,5.0,1.0,1.0,debt_consolidation,6409.0,65.4,D1, 60 months,Debt consolidation,9.0,Verified,936xx,290.36,2.0,10.0,181.0,87.8,891.0,1282.0,3.0
3901,28000.0,TX,124000.0,Individual,8.48,Dec-1994,10+ years,Systems Manager,699.0,695.0,A,OWN,68404279,f,870.85,7.49,28000.0,2.0,17.0,0.0,0.0,credit_card,34584.0,30.5,A4, 36 months,Credit card refinancing,33.0,Source Verified,799xx,870.85,10.0,7.0,252.0,35.1,59793.0,5820.0,4.0
1736,35000.0,NJ,180000.0,Individual,19.61,Dec-1991,10+ years,Registered Nurse,679.0,675.0,C,MORTGAGE,68062338,w,829.9,14.85,35000.0,6.0,18.0,0.0,0.0,debt_consolidation,57705.0,56.0,C5, 60 months,Debt consolidation,35.0,Verified,070xx,25559.61,13.0,30.0,288.0,76.0,8894.0,26549.0,2.0
5028,28000.0,CA,150000.0,Individual,13.66,Jul-2002,2 years,Sr. Marketing Manager,699.0,695.0,A,MORTGAGE,68593477,f,843.22,5.32,28000.0,3.0,19.0,0.0,0.0,credit_card,78335.0,64.4,A1, 36 months,Credit card refinancing,29.0,Source Verified,917xx,15400.18,11.0,2.0,161.0,50.1,33516.0,23415.0,6.0
3238,35000.0,TX,105000.0,Individual,19.39,Oct-2000,10+ years,Systems Manager,759.0,755.0,A,MORTGAGE,68364726,w,1095.33,7.91,35000.0,3.0,11.0,0.0,0.0,credit_card,37590.0,44.2,A5, 36 months,Credit card refinancing,21.0,Source Verified,776xx,1094.93,5.0,1.0,182.0,47.6,40097.0,5747.0,2.0
9686,10000.0,FL,52000.0,Individual,3.0,Feb-1993,8 years,Mechanical Designer,694.0,690.0,A,MORTGAGE,67948881,w,308.27,6.89,10000.0,3.0,5.0,0.0,0.0,debt_consolidation,3164.0,42.0,A3, 36 months,Debt consolidation,13.0,Not Verified,342xx,308.2,4.0,12.0,274.0,49.0,2167.0,38992.0,3.0
3905,16000.0,NY,85000.0,Individual,11.87,Feb-2001,10+ years,Parts Rep,719.0,715.0,A,RENT,66035546,w,481.84,5.32,16000.0,0.0,12.0,0.0,0.0,debt_consolidation,12862.0,28.6,A1, 36 months,Debt consolidation,37.0,Source Verified,105xx,14461.37,5.0,0.0,178.0,32.2,25017.0,2840.0,4.0
9465,22000.0,TX,76000.0,Individual,17.74,Dec-2008,3 years,General Manager,699.0,695.0,C,RENT,67939073,w,736.93,12.59,22000.0,0.0,8.0,0.0,0.0,debt_consolidation,673.0,2.4,C2, 36 months,Debt consolidation,15.0,Source Verified,781xx,16443.01,1.0,21.0,84.0,2.4,27327.0,6605.0,5.0
326,15000.0,NJ,154000.0,Individual,35.77,Feb-1995,10+ years,"Associate Director, Info. Management",734.0,730.0,C,MORTGAGE,68606857,w,504.55,12.88,15000.0,5.0,20.0,0.0,0.0,debt_consolidation,19565.0,47.0,C2, 36 months,Debt consolidation,58.0,Not Verified,078xx,14132.41,8.0,1.0,250.0,44.2,12002.0,31279.0,7.0
5433,5000.0,UT,100000.0,Individual,16.86,Oct-2001,4 years,Office manager,674.0,670.0,C,RENT,68222826,w,172.96,14.85,5000.0,0.0,10.0,0.0,0.0,debt_consolidation,6931.0,47.1,C5, 36 months,Debt consolidation,33.0,Verified,920xx,4047.04,6.0,6.0,170.0,78.1,394.0,7781.0,11.0
1222,9000.0,WA,75000.0,Individual,19.7,Apr-1990,10+ years,Supervisor,739.0,735.0,A,MORTGAGE,68445962,w,277.86,6.99,9000.0,10.0,13.0,0.0,0.0,debt_consolidation,9429.0,26.4,A3, 36 months,Debt consolidation,40.0,Not Verified,984xx,6270.35,4.0,5.0,308.0,28.3,8171.0,35080.0,12.0
9174,6400.0,CA,25000.0,Individual,10.18,Oct-2001,< 1 year,Front Desk,689.0,685.0,C,OWN,67999229,w,212.55,11.99,6400.0,0.0,9.0,0.0,0.0,credit_card,5538.0,36.9,C1, 36 months,Credit card refinancing,15.0,Source Verified,952xx,212.17,7.0,1.0,170.0,84.7,581.0,615.0,7.0
5627,11000.0,CA,140000.0,Individual,8.52,Jun-1995,10+ years,project managr,809.0,805.0,A,MORTGAGE,68383227,f,331.27,5.32,11000.0,6.0,13.0,0.0,0.0,home_improvement,58823.0,13.6,A1, 36 months,Home improvement,31.0,Not Verified,940xx,6959.65,4.0,9.0,246.0,15.6,52481.0,65664.0,3.0
4546,6400.0,OK,40000.0,Individual,5.01,Mar-2007,1 year,Journey man installer,689.0,685.0,C,RENT,67387637,w,212.55,11.99,6400.0,0.0,8.0,0.0,0.0,credit_card,3689.0,38.4,C1, 36 months,Credit card refinancing,12.0,Source Verified,735xx,400.0,4.0,8.0,105.0,41.4,5211.0,461.0,4.0
665,6600.0,OH,240000.0,Individual,7.04,Aug-2002,4 years,COO,664.0,660.0,E,MORTGAGE,68616531,w,243.54,19.48,6600.0,1.0,10.0,5.0,0.0,debt_consolidation,1604.0,18.0,E2, 36 months,Debt consolidation,17.0,Source Verified,451xx,6180.52,3.0,2.0,153.0,15.1,4925.0,7882.0,6.0
5752,11000.0,NY,50000.0,Individual,16.03,Jul-2000,2 years,human resources specialist,664.0,660.0,C,OWN,68563141,w,255.9,13.99,11000.0,0.0,11.0,1.0,1.0,credit_card,11256.0,64.3,C4, 60 months,Credit card refinancing,15.0,Source Verified,105xx,1563.93,4.0,1.0,185.0,84.7,1825.0,1853.0,7.0
8921,9600.0,CA,145600.0,Individual,3.08,Sep-1996,10+ years,Business Systems Analyst,669.0,665.0,B,RENT,67799146,w,308.69,9.76,9600.0,5.0,3.0,0.0,0.0,debt_consolidation,3777.0,61.9,B3, 36 months,Debt consolidation,21.0,Source Verified,950xx,1222.11,2.0,11.0,231.0,61.9,2323.0,1889.0,1.0
6622,12000.0,NC,60000.0,Individual,15.42,Sep-2006,6 years,Investigator,729.0,725.0,A,MORTGAGE,68323359,w,370.48,6.99,12000.0,2.0,8.0,0.0,0.0,debt_consolidation,12690.0,61.0,A3, 36 months,Debt consolidation,14.0,Not Verified,273xx,9968.14,3.0,6.0,111.0,56.4,4617.0,29784.0,3.0
3566,13000.0,MO,85000.0,Individual,14.98,Mar-1985,6 years,Contract Manager,689.0,685.0,C,MORTGAGE,67929191,w,440.79,13.44,13000.0,6.0,32.0,0.0,0.0,credit_card,16390.0,39.7,C3, 36 months,Credit card refinancing,66.0,Source Verified,630xx,152.82,11.0,2.0,369.0,49.4,14683.0,12986.0,12.0
5539,8225.0,VA,54000.0,Individual,38.98,Mar-2004,10+ years,truck driver ,709.0,705.0,C,MORTGAGE,68353167,w,284.52,14.85,8225.0,4.0,13.0,0.0,0.0,debt_consolidation,12338.0,54.1,C5, 36 months,Debt consolidation,29.0,Not Verified,230xx,284.45,5.0,2.0,141.0,77.8,1598.0,18198.0,7.0
360,15000.0,CO,35179.0,Individual,23.47,Jul-2000,< 1 year,Exec. Administrative,709.0,705.0,B,MORTGAGE,68506603,w,317.24,9.8,15000.0,1.0,19.0,0.0,0.0,debt_consolidation,12706.0,45.4,B3, 60 months,Debt consolidation,40.0,Not Verified,814xx,317.24,7.0,8.0,185.0,68.8,4893.0,11314.0,5.0
4547,26400.0,NY,146000.0,Individual,9.45,Jan-1998,10+ years,principal,699.0,695.0,B,MORTGAGE,68443649,w,571.11,10.78,26400.0,1.0,26.0,0.0,0.0,debt_consolidation,26568.0,36.2,B4, 60 months,Debt consolidation,51.0,Not Verified,114xx,19741.71,9.0,0.0,215.0,44.6,32533.0,14003.0,8.0
5788,18000.0,VA,70000.0,Individual,22.33,Jun-2008,< 1 year,Truck Driver ,684.0,680.0,B,RENT,68413123,w,593.4,11.48,18000.0,0.0,10.0,0.0,0.0,debt_consolidation,12065.0,33.7,B5, 36 months,Debt consolidation,16.0,Verified,235xx,16941.42,5.0,7.0,32.0,16.7,6911.0,4997.0,10.0
2757,13700.0,AZ,38500.0,Individual,21.13,Sep-1964,,,669.0,665.0,D,RENT,68595008,w,495.09,17.97,13700.0,0.0,12.0,0.0,0.0,debt_consolidation,13022.0,83.5,D4, 36 months,Debt consolidation,18.0,Verified,853xx,495.09,12.0,3.0,615.0,91.6,732.0,1085.0,3.0
302,12000.0,SC,36500.0,Individual,18.91,Apr-1980,10+ years,Business Office Asst,809.0,805.0,B,MORTGAGE,68577556,w,253.79,9.8,12000.0,2.0,10.0,0.0,0.0,debt_consolidation,5940.0,26.5,B3, 60 months,Debt consolidation,24.0,Not Verified,296xx,10696.74,5.0,24.0,428.0,31.2,2685.0,11811.0,2.0
3491,12000.0,IN,88000.0,Individual,14.01,Sep-2003,10+ years,InFlt Refueling Technician,689.0,685.0,A,MORTGAGE,68404708,w,373.22,7.49,12000.0,4.0,11.0,0.0,0.0,debt_consolidation,14241.0,65.3,A4, 36 months,Debt consolidation,24.0,Source Verified,469xx,8368.01,2.0,100.0,138.0,38.8,2327.0,35945.0,1.0
3910,4800.0,IN,47000.0,Individual,2.3,Apr-1996,2 years,traveling phlebotomist,669.0,665.0,D,RENT,68092850,w,168.21,15.77,4800.0,0.0,9.0,0.0,0.0,moving,41.0,0.9,D1, 36 months,Moving and relocation,14.0,Source Verified,461xx,168.21,2.0,0.0,236.0,0.2,2296.0,1305.0,1.0
4196,35000.0,UT,101000.0,Individual,13.03,Nov-2004,5 years,executive ,679.0,675.0,C,MORTGAGE,68564012,w,1177.27,12.88,35000.0,2.0,8.0,0.0,0.0,debt_consolidation,18667.0,77.0,C2, 36 months,Debt consolidation,15.0,Source Verified,840xx,9109.44,4.0,3.0,133.0,95.0,5400.0,42980.0,4.0
8149,30000.0,TX,210000.0,Individual,15.59,Dec-2000,8 years,Director of Business Development,739.0,735.0,A,RENT,67869455,w,938.57,7.89,30000.0,2.0,8.0,0.0,0.0,debt_consolidation,5593.0,33.3,A5, 36 months,Debt consolidation,25.0,Source Verified,788xx,10927.79,2.0,48.0,180.0,77.2,1479.0,12164.0,3.0
6183,30000.0,MN,72000.0,Individual,22.89,Apr-1988,3 years,Psychologist II,714.0,710.0,C,RENT,67448163,w,1009.09,12.88,30000.0,1.0,14.0,0.0,0.0,credit_card,38543.0,74.3,C2, 36 months,Credit card refinancing,25.0,Verified,553xx,3.01,11.0,14.0,332.0,98.1,616.0,3122.0,5.0
2163,15500.0,GA,50000.0,Individual,25.54,Aug-1994,4 years,Manager,669.0,665.0,C,MORTGAGE,67959219,w,536.18,14.85,15500.0,3.0,9.0,0.0,0.0,debt_consolidation,6170.0,81.2,C5, 36 months,Debt consolidation,24.0,Source Verified,304xx,11229.06,3.0,5.0,169.0,69.8,1509.0,10874.0,2.0
3790,5000.0,OH,69800.0,Individual,21.05,Sep-1999,5 years,Systems Accountant,674.0,670.0,C,MORTGAGE,68524322,w,168.19,12.88,5000.0,4.0,17.0,0.0,0.0,home_improvement,21650.0,90.6,C2, 36 months,Home improvement,23.0,Source Verified,442xx,2.33,9.0,38.0,195.0,96.9,561.0,18791.0,0.0
4066,16800.0,TN,40000.0,Individual,30.9,Jun-1999,5 years,Hardware Analyst,709.0,705.0,B,OWN,68584527,w,530.26,8.49,16800.0,2.0,14.0,0.0,0.0,debt_consolidation,30538.0,62.1,B1, 36 months,Debt consolidation,28.0,Verified,376xx,530.13,6.0,26.0,198.0,76.2,10631.0,10646.0,1.0
6257,22000.0,MA,140000.0,Individual,12.31,Feb-1991,< 1 year,Attorney,749.0,745.0,A,RENT,68072513,f,679.2,6.99,22000.0,1.0,11.0,0.0,0.0,debt_consolidation,22417.0,39.3,A3, 36 months,Debt consolidation,15.0,Not Verified,021xx,12902.04,3.0,5.0,298.0,41.4,31683.0,24822.0,4.0
7024,13975.0,DE,84000.0,Individual,23.19,Aug-2001,10+ years,Tax Manager,739.0,735.0,A,OWN,67860046,w,433.18,7.26,13975.0,3.0,41.0,0.0,0.0,credit_card,16160.0,24.2,A4, 36 months,Credit card refinancing,57.0,Source Verified,198xx,433.18,12.0,2.0,172.0,34.3,22984.0,7512.0,8.0
3868,7000.0,CA,42000.0,Individual,15.74,Sep-1984,8 years,Operations Manager,714.0,710.0,A,RENT,68584609,w,214.52,6.49,7000.0,0.0,10.0,0.0,0.0,debt_consolidation,3958.0,26.9,A2, 36 months,Debt consolidation,12.0,Not Verified,917xx,3708.24,2.0,7.0,375.0,31.7,8542.0,1747.0,4.0
4490,15000.0,AL,30000.0,Individual,18.84,Sep-1999,8 years,Court specialist,679.0,675.0,D,OWN,68613336,w,525.66,15.77,15000.0,0.0,7.0,1.0,1.0,debt_consolidation,7530.0,67.2,D1, 36 months,Debt consolidation,14.0,Not Verified,350xx,1559.85,5.0,13.0,195.0,80.1,1514.0,1760.0,3.0
1194,9000.0,PA,29600.0,Individual,26.97,Feb-2008,4 years,Medical assistant ,664.0,660.0,C,OWN,68436122,w,305.16,13.44,9000.0,2.0,13.0,0.0,0.0,home_improvement,7496.0,71.4,C3, 36 months,Home improvement,25.0,Verified,191xx,1792.11,6.0,13.0,93.0,89.8,490.0,9130.0,6.0
5337,7200.0,NV,26000.0,Individual,34.86,Dec-2006,< 1 year,Accounting Department Secretary,689.0,685.0,C,RENT,67918629,w,239.11,11.99,7200.0,0.0,11.0,0.0,0.0,debt_consolidation,3919.0,70.0,C1, 36 months,Debt consolidation,22.0,Source Verified,891xx,239.06,3.0,15.0,108.0,43.5,565.0,3424.0,3.0
1779,14000.0,SC,45000.0,Individual,21.2,Apr-1984,< 1 year,Digital Marketing Manager,674.0,670.0,B,RENT,68495655,f,441.89,8.49,14000.0,0.0,9.0,0.0,0.0,credit_card,16517.0,69.4,B1, 36 months,Credit card refinancing,10.0,Source Verified,294xx,441.51,5.0,14.0,380.0,74.3,4755.0,3943.0,2.0
1315,5000.0,AL,24000.0,Individual,13.2,Jul-2008,2 years,Support Manager,674.0,670.0,E,OWN,68606065,w,184.5,19.48,5000.0,0.0,6.0,0.0,0.0,vacation,4619.0,90.6,E2, 36 months,Vacation,10.0,Verified,362xx,184.5,5.0,15.0,89.0,90.6,434.0,860.0,8.0
7392,27000.0,TX,65000.0,Individual,21.8,Jun-2000,3 years,Safety Manager,679.0,675.0,E,MORTGAGE,67398411,w,989.58,18.99,27000.0,3.0,17.0,0.0,0.0,major_purchase,7009.0,38.1,E3, 36 months,Major purchase,35.0,Verified,770xx,989.58,6.0,12.0,186.0,84.5,1008.0,10998.0,12.0
6360,22000.0,IL,84000.0,Individual,29.01,Nov-1994,10+ years,Account Manager,674.0,670.0,D,MORTGAGE,68092544,w,532.32,15.77,22000.0,1.0,14.0,1.0,1.0,credit_card,23077.0,57.3,D1, 60 months,Credit card refinancing,20.0,Not Verified,604xx,19132.04,10.0,11.0,90.0,83.9,4022.0,5404.0,4.0
5761,3000.0,MO,52201.91,Individual,14.85,Nov-2002,10+ years,Technician II,679.0,675.0,C,RENT,68563138,w,100.91,12.88,3000.0,0.0,8.0,0.0,0.0,credit_card,8824.0,94.0,C2, 36 months,Credit card refinancing,32.0,Not Verified,658xx,2385.37,4.0,15.0,157.0,94.0,2348.0,5796.0,3.0
408,10000.0,HI,33000.0,Individual,23.23,Jul-1989,10+ years,teacher aid,669.0,665.0,C,RENT,68366679,w,226.92,12.88,10000.0,0.0,8.0,0.0,0.0,credit_card,13034.0,48.8,C2, 60 months,Credit card refinancing,18.0,Not Verified,968xx,6039.47,5.0,17.0,317.0,41.6,11213.0,2659.0,1.0
5623,10900.0,AK,37000.0,Individual,34.8,Apr-2010,7 years,squad leader ,674.0,670.0,E,RENT,68373244,w,413.35,21.48,10900.0,1.0,8.0,0.0,0.0,debt_consolidation,1554.0,23.1,E5, 36 months,Debt consolidation,21.0,Verified,997xx,314.36,3.0,7.0,53.0,,40.0,19009.0,4.0
4541,6000.0,MI,90000.0,Individual,13.27,May-1993,3 years,Physical Therapist,674.0,670.0,B,MORTGAGE,68523826,w,189.38,8.49,6000.0,4.0,17.0,0.0,0.0,debt_consolidation,9148.0,72.0,B1, 36 months,Debt consolidation,52.0,Source Verified,483xx,189.27,7.0,1.0,77.0,92.7,600.0,31685.0,11.0
5372,25000.0,CA,103000.0,Individual,15.29,Sep-2003,< 1 year,Senior Software Engineer,714.0,710.0,A,MORTGAGE,68533331,w,777.55,7.49,25000.0,2.0,8.0,0.0,0.0,credit_card,17110.0,82.3,A4, 36 months,Credit card refinancing,35.0,Verified,917xx,6097.71,2.0,35.0,147.0,82.3,3690.0,47582.0,5.0
8834,20000.0,CO,300000.0,Individual,4.58,Apr-1999,10+ years,Financial Advisor,669.0,665.0,B,MORTGAGE,67939307,w,630.24,8.38,20000.0,8.0,14.0,0.0,0.0,debt_consolidation,88784.0,84.0,B1, 36 months,Debt consolidation,27.0,Verified,802xx,630.21,12.0,4.0,200.0,62.0,2688.0,52148.0,4.0
9558,11000.0,ND,50000.0,Individual,18.77,Mar-1998,< 1 year,Low voltage tech,679.0,675.0,C,MORTGAGE,67948909,w,251.3,13.18,11000.0,1.0,8.0,0.0,0.0,credit_card,11277.0,60.0,C3, 60 months,Credit card refinancing,17.0,Verified,587xx,5736.95,3.0,8.0,213.0,99.1,88.0,11263.0,2.0
3071,4000.0,FL,104000.0,Individual,17.01,Jul-2003,10+ years,Law Enforcement Officer,664.0,660.0,B,MORTGAGE,68464567,w,128.7,9.8,4000.0,3.0,6.0,0.0,0.0,debt_consolidation,26998.0,86.8,B3, 36 months,Debt consolidation,28.0,Source Verified,330xx,0.11,3.0,52.0,149.0,86.8,4102.0,62667.0,1.0
2229,12000.0,CA,53500.0,Individual,31.83,Jul-2006,4 years,Housekeeping Office Coordinator,669.0,665.0,C,MORTGAGE,68433638,w,406.88,13.44,12000.0,0.0,22.0,1.0,1.0,home_improvement,16303.0,29.3,C3, 36 months,Home improvement,38.0,Not Verified,903xx,406.88,7.0,0.0,99.0,29.1,29498.0,2272.0,7.0
4724,5325.0,FL,23400.0,Individual,21.16,Feb-2006,10+ years,APPRAISER,664.0,660.0,B,OWN,68603339,w,171.33,9.8,5325.0,0.0,5.0,0.0,0.0,credit_card,7151.0,77.7,B3, 36 months,Credit card refinancing,11.0,Source Verified,339xx,124.45,5.0,18.0,118.0,77.7,2049.0,1430.0,2.0
9959,18000.0,VA,85000.0,Individual,19.96,Aug-2004,1 year,Senior Consultant,694.0,690.0,B,RENT,67337851,f,388.14,10.64,18000.0,0.0,15.0,0.0,0.0,debt_consolidation,27266.0,71.0,B4, 60 months,Debt consolidation,29.0,Source Verified,201xx,7806.93,5.0,8.0,117.0,67.7,5976.0,7988.0,2.0
4558,6000.0,NC,55000.0,Individual,29.0,May-2003,8 years,Project Manager,794.0,790.0,A,MORTGAGE,68363747,w,183.87,6.49,6000.0,2.0,12.0,0.0,0.0,debt_consolidation,2430.0,4.7,A2, 36 months,Debt consolidation,38.0,Not Verified,284xx,4964.8,2.0,14.0,151.0,6.5,31896.0,18363.0,8.0
982,4000.0,VA,60000.0,Individual,38.02,Aug-2003,1 year,Counselor,699.0,695.0,D,RENT,68496486,w,140.18,15.77,4000.0,0.0,24.0,0.0,0.0,credit_card,14565.0,30.3,D1, 36 months,Credit card refinancing,50.0,Verified,239xx,139.92,12.0,1.0,139.0,44.5,9553.0,3444.0,11.0
3869,22400.0,CA,70000.0,Individual,39.04,May-2003,2 years,Attorney,674.0,670.0,D,RENT,68340301,w,568.45,17.97,22400.0,2.0,25.0,0.0,0.0,debt_consolidation,39404.0,92.3,D4, 60 months,,43.0,Verified,926xx,568.45,10.0,16.0,151.0,97.2,1073.0,11412.0,3.0
275,5000.0,PA,67000.0,Individual,31.08,Oct-1999,2 years,Social Worker Supervisor,674.0,670.0,C,RENT,67675195,w,172.96,14.85,5000.0,0.0,18.0,0.0,0.0,credit_card,16036.0,57.6,C5, 36 months,Credit card refinancing,38.0,Source Verified,191xx,3.93,10.0,2.0,106.0,73.3,3516.0,6835.0,11.0
3441,5000.0,PA,40000.0,Individual,31.35,Oct-1985,4 years,Teacher ,679.0,675.0,C,RENT,68564338,w,172.96,14.85,5000.0,0.0,16.0,0.0,0.0,other,31086.0,69.2,C5, 36 months,Other,25.0,Not Verified,193xx,172.94,9.0,5.0,362.0,75.9,8989.0,4385.0,5.0
3717,15600.0,PA,79500.0,Individual,6.91,May-2004,10+ years,Sales specialist,684.0,680.0,B,MORTGAGE,68494313,w,337.48,10.78,15600.0,2.0,11.0,0.0,0.0,credit_card,12619.0,49.9,B4, 60 months,Credit card refinancing,28.0,Not Verified,193xx,102.0,7.0,1.0,139.0,72.0,4516.0,19283.0,7.0
5769,25000.0,NC,75000.0,Individual,27.76,Apr-1988,5 years,Speech Patholgist,724.0,720.0,A,MORTGAGE,68183027,f,782.38,7.91,25000.0,4.0,16.0,0.0,0.0,credit_card,23362.0,71.4,A5, 36 months,Credit card refinancing,38.0,Not Verified,284xx,782.04,9.0,15.0,332.0,79.2,3538.0,18371.0,5.0
6903,35000.0,VA,150000.0,Individual,11.04,Nov-1996,10+ years,FED LEO,714.0,710.0,B,MORTGAGE,67306963,w,1126.07,9.8,35000.0,5.0,8.0,0.0,0.0,debt_consolidation,41334.0,79.8,B3, 36 months,Debt consolidation,22.0,Source Verified,220xx,15055.29,5.0,24.0,229.0,80.4,8596.0,32561.0,3.0
3333,35000.0,FL,125000.0,Individual,18.15,Dec-1995,2 years,"Vice President, Director of Research",664.0,660.0,D,RENT,68484401,w,898.13,18.49,35000.0,0.0,38.0,1.0,0.0,debt_consolidation,48129.0,68.9,D5, 60 months,Debt consolidation,49.0,Source Verified,333xx,898.13,23.0,3.0,240.0,78.9,12871.0,1315.0,11.0
6938,30000.0,TX,80000.0,Individual,35.25,Jul-1998,1 year,Machinist,699.0,695.0,C,MORTGAGE,68062156,w,1025.19,13.99,30000.0,3.0,17.0,0.0,0.0,credit_card,29489.0,33.7,C4, 36 months,Credit card refinancing,26.0,Source Verified,770xx,1024.89,8.0,8.0,209.0,38.8,46421.0,9516.0,5.0
7915,14000.0,OH,110000.0,Individual,15.97,Aug-2002,10+ years,Technician ,714.0,710.0,C,RENT,67869791,w,464.94,11.99,14000.0,4.0,9.0,0.0,0.0,vacation,860.0,14.8,C1, 36 months,Vacation,23.0,Source Verified,450xx,464.66,2.0,11.0,119.0,24.8,1729.0,6697.0,7.0
306,35000.0,NY,121000.0,Individual,9.23,Jul-1984,10+ years,Teacher,684.0,680.0,C,OWN,68407065,w,1196.05,13.99,35000.0,0.0,27.0,1.0,1.0,credit_card,21876.0,34.8,C4, 36 months,Credit card refinancing,87.0,Source Verified,116xx,26196.56,5.0,1.0,377.0,25.5,19824.0,1370.0,24.0
4822,10950.0,KY,36000.0,Individual,4.0,Oct-1999,< 1 year,Executive Assistant,709.0,705.0,D,RENT,68433568,w,395.71,17.97,10950.0,0.0,14.0,1.0,1.0,car,3783.0,19.5,D4, 36 months,Car financing,24.0,Not Verified,403xx,7252.03,3.0,4.0,194.0,0.1,7496.0,291.0,4.0
1184,10800.0,AL,45000.0,Individual,35.84,Jul-1999,3 years,Principle,704.0,700.0,D,MORTGAGE,68496272,w,269.98,17.27,10800.0,3.0,23.0,1.0,1.0,debt_consolidation,16265.0,31.8,D3, 60 months,Debt consolidation,44.0,Not Verified,350xx,415.53,8.0,2.0,197.0,65.6,6149.0,8290.0,9.0
3253,5900.0,FL,130000.0,Individual,16.99,Feb-1982,10+ years,manager,664.0,660.0,B,RENT,68544737,w,194.51,11.48,5900.0,2.0,6.0,2.0,1.0,credit_card,4886.0,56.0,B5, 36 months,Credit card refinancing,34.0,Source Verified,328xx,5976.61,5.0,3.0,406.0,59.0,2075.0,977.0,4.0
3335,15000.0,FL,99000.0,Individual,12.17,Feb-2006,4 years,Manager retail technology ,744.0,740.0,A,MORTGAGE,68444229,w,466.53,7.49,15000.0,4.0,9.0,0.0,0.0,debt_consolidation,13416.0,35.3,A4, 36 months,Debt consolidation,15.0,Not Verified,334xx,4561.55,4.0,10.0,71.0,39.5,20584.0,37179.0,5.0
8257,17725.0,OR,75000.0,Individual,34.13,Aug-1998,10+ years,Teacher,704.0,700.0,E,RENT,67969610,w,454.84,18.49,17725.0,2.0,16.0,0.0,0.0,debt_consolidation,73982.0,87.0,E2, 60 months,Debt consolidation,28.0,Verified,972xx,454.84,13.0,2.0,208.0,92.0,5718.0,17326.0,9.0
1976,2000.0,CA,36400.0,Individual,29.01,Sep-2001,10+ years,Assembler/Forklift Driver,814.0,810.0,B,RENT,68405716,w,63.76,9.17,2000.0,0.0,8.0,0.0,0.0,other,3006.0,10.5,B2, 36 months,Other,14.0,Not Verified,956xx,912.55,3.0,22.0,171.0,10.2,18504.0,1829.0,2.0
